Food,Region,Type,Category,Allergy,Serving,Total Weight (gms),Energy(kcal),Proteins,Carbohydrates,Fats,Fiber,Carbon Footprint(kg/CO2),Ingredients
MUSHROOM SOUP (WITH ALMOND MILK),Continental,"Lunch,Dinner",Veg,dairy allergy,1 medium bowl,340,180,8,8,13,3,1.0765,"MUSHROOM - 0.5 cup; Common salt - 1 tbsp; Plain Water - 1 large cup; Almond Milk - 1 large cup; PEPPER, dry - 1 pinch"
BROCCoil SOUP (WITH LACTOSE FREE MILK),Continental,"Lunch,Dinner",Veg,dairy allergy,1 medium bowl,410,304,15,7,3,2,0.7735,"Garlic, small clove - 1 tbsp; Onion, big - 2 tbsp; Common salt - 1 tbsp; Plain Water - 1 large cup; Pepper, black - 1 pinch; Brocoil Vegetable - 1 small bowl; Lactose Free Milk - 1 Small Cup"
Overnight soaked oats,"North,South,East,West",Breakfast,Veg,no-allergies,1 medium katori,354,308,11,19,21,2,0.725,"Milk, whole, Cow - 200 gms; ALMOND - 1 tbsp; BLACKBERRY - 30 gms; Apple, small - 1 small; Walnut - 1 Pieces"
Tomato chutney,South,"Lunch,Dinner,Breakfast",Vegan,no-allergies,2 tbsp,372,81,3,15,1,4,0.5307,"Tomato, ripe, local - 200 gms; Onion, small - 100 gms; Chillies, green-2 - 1 tbsp; Garlic, small clove - 2 gms; Mustard seeds - 0.25 tbsp; Cumin seeds - 0.25 tbsp; Black gram, dal - 0.25 tbsp; Asafoetida - 2 tbsp; Turmeric powder - 0.25 tbsp; Common salt - 0.25 tbsp; Ginger, fresh - 0.5 piece"
Egg Sunny Sideup,Continental,Breakfast,Non-veg,egg allergy,1 medium,28,69,5,0,5,0,0.0837,"Egg, poultry, white, boiled - 2 gms; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp; Common salt - 0.5 tbsp; Pepper, black - 0.25 tbsp"
Masala Fish Fry,East,"Lunch,Dinner",Non-veg,fish allergy,3 number,32,22,4,1,0,0,0.061,CAT FISH - 2 gms; Turmeric powder - 1 tbsp; Common salt - 1 tbsp
Chickpea Curry,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,381,134,6,15,5,9,0.365,"Onion, small - 0.5 small; Tomato, ripe, local - 0.5 small; COOKING OIL (Gnut,ging,palm,must,coconut - 0.5 tbsp; Cumin seeds - 1 tbsp; Turmeric powder - 0.25 tbsp; Common salt - 1 tbsp; Coriander leaves - 5 gms; Soaked Black Chickpeas - 1 small bowl"
Mix Vegetable Pulav,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,694,417,15,66,9,10,1.0216,"CARROT - 0.5 cup; PEAS green - 0.5 cup; Onion, small - 0.5 cup; Tomato, ripe, local - 0.5 cup; Cumin seeds - 0.25 tbsp; Asafoetida - 1 pinch; COOKING OIL (Gnut,ging,palm,must,coconut - 0.5 tbsp; Common salt - 1 tbsp; Coriander leaves - 4 gms; CHILLIES, dry - 0.25 tbsp; GARLIC, dry - 0.5 gms; Ginger, fresh - 0.5 gms; Rice - 1 small bowl"
Broccoli SALAD,Continental,"Lunch,Dinner",Veg,no-allergies,1 medium bowl,110,123,6,13,6,7,0.0925,"Lemon, juice - 5 ml; Common salt - 1 tbsp; Pepper, black - 1 tbsp; Sunflower seeds - 10 gms; Broccoil - 1 small stalk"
Bajra Dosa,South,Breakfast,Veg,no-allergies,1 medium,36,405,12,63,10,13,0.0741,"Fenugreek seeds - 1 tbsp; Common salt - 1 tbsp; COOKING OIL (Gnut,ging,palm,must,coconut - 5 ml; Bajra - 1 grams"
Paneer Capsicum Onion Vegetable,North,"Lunch,Dinner",Veg,dairy allergy,1 medium katori,607,559,27,37,33,17,1.6195,"Paneer - 100 gms; Capsicum, green - 200 gms; Onion, big - 1 gms; Tomato, ripe, local - 1 gms; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp; Cumin seeds - 1 tbsp; Ginger, fresh - 2.5 gms; Garlic, small clove - 2.5 gms; Turmeric powder - 0.5 tbsp; CHILLIES, dry - 1 tbsp; Coriander seeds - 1 tbsp; Common salt - 1 tbsp; Coriander leaves - 1 tbsp"
Parwal Aloo Vegetable,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,534,425,10,50,19,17,0.313,"Parwar - 250 gms; POTATO - 150 gms; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp; Cumin seeds - 0.5 tbsp; Mustard seeds - 1 tbsp; Turmeric powder - 0.5 tbsp; CHILLIES, dry - 1 tbsp; Common salt - 1 tbsp; Coriander leaves - 5 tbsp"
Pyaaz Sabzi,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,331,331,7,34,17,9,0.2982,"Onion, small - 250 gms; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp; Cumin seeds - 0.5 tbsp; Mustard seeds - 0.5 tbsp; Turmeric powder - 0.5 tbsp; CHILLIES, dry - 1 tbsp; Coriander seeds - 1 tbsp; Common salt - 1 tbsp"
Sarson Saag,North,"Lunch,Dinner",Veg,no-allergies,1 medium,647,374,16,33,18,10,0.3777,"MUSTARD LEAVES - 250 gms; SPINACH stalks - 250 gms; Bathua leaves - 50 gms; Chillies, green-1 - 1 gms; Ginger, fresh - 1 gms; Garlic, small clove - 6 gms; Maize, tender, local - 2 tbsp; Common salt - 1 tbsp; Ghee - 15 gms; Cumin seeds - 1 tbsp; CHILLIES, dry - 1 tbsp"
"Zucchini, asparagus, and bell peppers",Continental,"Lunch,Dinner",Veg,no-allergies,1 medium,347,237,7,13,16,13,0.3164,"Zucchini, green - 200 gms; Capsicum, green - 1 gms; Capsicum, red - 1 gms; Capsicum, yellow - 1 gms; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp; Garlic, small clove - 2 gms; Common salt - 1 tbsp; Pepper, black - 1 tbsp"
Spring onions with bell peppers,Continental,"Lunch,Dinner",Vegan,no-allergies,1 medium,354,125,10,15,1,20,0.3069,"Onion, stalk - 200 gms; Capsicum, red - 1 gms; Capsicum, green - 1 gms; Capsicum, yellow - 1 gms; Garlic, small clove - 2 gms; Common salt - 1 tbsp; Pepper, black - 1 tbsp; CHILLIES, dry - 0.5 tbsp; Coriander leaves - 1 tbsp"
Steamed broccoil,Continental,"Lunch,Dinner",Vegan,no-allergies,1 medium bowl,123,180,11,28,3,16,0.1315,"Garlic, small clove - 1 gms; PEPPER, dry - 1 tbsp; Common salt - 1 tbsp; Lemon, juice - 0.5 tbsp; CHILLIES, dry - 2 tbsp; Broccoil - 1 small stalk"
Stuffed bell peppers,"North,South,East,West","Lunch,Dinner",Veg,no-allergies,1 medium,517,573,22,66,22,25,0.6252,"Capsicum, green - 4 large; POTATO - 0.5 cup; Peas, fresh - 0.5 cup; Onion, small - 1 gms; Garlic, small clove - 2 gms; Chillies, green-1 - 1 gms; Cumin seeds - 0.5 tbsp; Turmeric powder - 0.5 tbsp; CHILLIES, dry - 1 tbsp; Common salt - 1 tbsp; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp; Coriander leaves - 5 gms; Stuffed Bell Peppers - 1 number"
Stuffed Karela,"North,South,East,West","Lunch,Dinner",Veg,no-allergies,1 medium katori,168,476,11,27,36,11,0.304,"BITTER GOURD - 4 medium; COOKING OIL (Gnut,ging,palm,must,coconut - 2 tbsp; Cumin seeds - 1 tbsp; Mustard seeds - 1 tbsp; Asafoetida - 0.5 tbsp; Turmeric powder - 0.5 tbsp; CHILLIES, dry - 0.25 tbsp; Coriander seeds - 1 tbsp; Common salt - 1 tbsp; Coriander leaves - 5 gms; Onion, small - 2 tbsp"
Turnip (Shalgum) Vegetable,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,434,344,6,34,20,12,0.3201,"TURNIP - 250 gms; Onion, small - 100 gms; Garlic, small clove - 2 gms; Ginger, fresh - 1 gms; Chillies, green-1 - 1 gms; Cumin seeds - 1 tbsp; Mustard seeds - 0.5 tbsp; Turmeric powder - 0.5 tbsp; Coriander seeds - 1 tbsp; CHILLIES, dry - 0.5 tbsp; Common salt - 1 tbsp; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp"
Vegetables In Black Bean Sauce,Continental,"Lunch,Dinner",Veg,soy allergy,1 medium katori,194,147,9,19,1,12,0.14485,"Garlic, small clove - 1 gms; Ginger, fresh - 1 gms; Capsicum, green - 1 tbsp; Capsicum, red - 1 gms; Capsicum, yellow - 1 gms; CARROT - 1 gms; MUSHROOM - 1 gms; Zucchini, green - 50 gms; Onion, stalk - 80 gms; SOYA SAUCE - 1 tbsp; Common salt - 1 tbsp; Pepper, black - 1 tbsp; black beans - 1 medium bowl"
Pudina Chutney,"North,South,East,West","Lunch,Dinner,Breakfast",Veg,no-allergies,1 tbsp,99,41,3,3,0,5,0.0417,"Mint leaves - 50 gms; Coriander leaves - 25 gms; Chillies, green-2 - 2 gms; Lemon, juice - 10 gms; Common salt - 0.5 tbsp; Ginger, fresh - 0.5 piece"
Upma,South,"Lunch,Dinner,Breakfast",Veg,no-allergies,1 medium,279,505,17,77,13,15,0.218,"Wheat, semoilna - 80 gms; COOKING OIL (Gnut,ging,palm,must,coconut - 10 gms; Mustard seeds - 1 tbsp; Black gram, dal - 0.5 tbsp; Curry leaves - 8 gms; Chillies, green-2 - 2 gms; Onion, small - 50 gms; CARROT - 50 gms; PEAS green - 50 gms; Common salt - 1 tbsp; Channa Dal - 0.5 tbsp"
Quinoa Chicken Soup,Continental,"Lunch,Dinner",Non-veg,no-allergies,1 medium bowl,257,417,29,40,15,10,0.6714,"Chicken, poultry, breast, skinless - 80 gms; Quinoa - 50 gms; CARROT - 50 gms; CELERY LEAVES - 30 gms; ONION, small - 1 gms; Garlic, small clove - 2 gms; COOKING OIL (Gnut,ging,palm,must,coconut - 5 gms; Common salt - 1 tbsp; Pepper, black - 1 tbsp"
Anjeer Water,"North,South,East,West",Drinks,Vegan,no-allergies,1 glass,50,0,0,0,0,0,0.0425,Fig - 1 large; Plain Water - 2 small cup
Dhaniya Ajwain Jaw Water,"North,South,East,West",Drinks,Vegan,no-allergies,1 glass,55,14,1,1,1,2,0.0525,Coriander seeds - 1 tbsp; Barley - 0.25 gms; Plain Water - 1 small glass; Dhaniya Water - 1 tbsp
LEMON DRESSING,"North,South,East,West",Snack,Vegan,citrus allergy,2 tbsp,64,13,1,2,0,1,0.0688,"Lemon, juice - 2 tbsp; HONEY - 0.25 tbsp; Common salt - 1 tbsp; Pepper, black - 1 tbsp"
Non-vegPLATTER (Fish),East,"Lunch,Dinner",Non-veg,fish allergy,3 number,269,53,9,2,1,2,1.0358,"GARLIC, dry - 0.25 tbsp; Common salt - 1 pinch; Pepper, black - 1 pinch; Lettuce - 2 number; Spinach - 2 number; CUCUMBER - 0.25 gms; Boneless Fish - 1 small fillet"
TINDA VegETABLE (Gravy),North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,361,139,5,18,3,12,0.3518,"Tinda, tender - 4 gms; Onion, big - 1 large; Tomato, ripe, local - 1 small; Cumin seeds - 0.25 tbsp; Turmeric powder - 0.5 tbsp; CHILLIES, dry - 1 tbsp; Coriander seeds - 0.25 tbsp; Common salt - 1 tbsp; Mustard oil - 0.5 tbsp; Coriander leaves - 5 gms"
Cream of curd dip,"North,South,East,West",Snack,Veg,dairy allergy,2 tbsp,289,78,4,4,5,0,0.6521,"CURDS (cow milk) - 1 cup; Garlic, small clove - 1 gms; Lemon, juice - 1 tbsp; Common salt - 1 tbsp; Pepper, black - 0.25 tbsp; Parsley - 0.25 tbsp"
Hazelnut Asian Lettuce Wrap (Vegetarian with Paneer),Continental,"Lunch,Dinner",Veg,dairy allergy,1 number,336,330,16,32,14,4,0.83075,"Paneer - 60 gms; CARROT - 2 number; Capsicum, green - 2 number; Water Chestnut - 2 number; SOYA SAUCE - 1 tbsp; VINEGAR - 1 tbsp; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp; Ginger, fresh - 0.5 tbsp; CHILLIES, dry - 0.25 tbsp; LETTUCE TREE LEAVES, mature - 2 gms"
Baba Ganoush with Falafel,Continental,"Lunch,Dinner",Veg,no-allergies,2 tbsp,201,110,3,6,8,3,0.1965,"Brinjal-1 - 1 medium; Garlic, small clove - 2 gms; LEMON - 0.25 tbsp; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp; Cumin seeds - 0.25 tbsp; Common salt - 1 tbsp; Pepper, black - 1 tbsp; Parsley - 4 gms; Onion, small - 1 tbsp; Chillies, green-1 - 1 gms; Coriander leaves - 1 tbsp; Mint leaves - 0.25 tbsp; Coriander seeds - 0.25 tbsp; CHILLIES, dry - 0.25 tbsp"
Baba Ganoush with Pita Bread,Continental,"Lunch,Dinner",Veg,gluten allergy,2 tbsp,322,289,10,46,7,5,0.2817,"Brinjal-1 - 1 medium; Garlic, small clove - 3 gms; Lemon, juice - 0.25 tbsp; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp; Cumin seeds - 1 tbsp; Common salt - 1 pinch; Pepper, black - 1 tbsp; Parsley - 1 tbsp; WHEAT, flour(whole) - 0.5 cup; CURDS (cow milk) - 2 tbsp"
GOBHI MATAR VegETABLE,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,657,213,11,23,6,16,0.6326,"Cauliflower - 1 cup; PEAS green - 0.25 cup; Tomato, ripe, local - 1 small; Onion, small - 0.5 small; Ginger, fresh - 1 slice; Cumin seeds - 0.5 tbsp; Coriander seeds - 0.25 tbsp; Turmeric powder - 0.5 tbsp; CHILLIES, dry - 0.5 tbsp; Common salt - 1 tbsp; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp; CORIANDER LEAVES - 4 tbsp"
GREEN BEANS PANEER VegETABLE,North,"Lunch,Dinner",Veg,dairy allergy,1 medium katori,482,270,16,18,13,15,0.9345,"French beans, country - 1 cup; Paneer - 50 gms; Tomato, ripe, local - 1 small; Onion, small - 0.5 gms; Garlic, small clove - 2 gms; Cumin seeds - 0.5 tbsp; Turmeric powder - 0.5 tbsp; CHILLIES, dry - 0.5 tbsp; Common salt - 1 tbsp; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp; Coriander leaves - 4 gms"
KASHMIRI BAINGAN,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,535,110,2,10,5,3,0.4166,"Brinjal-1 - 1 small; Tomato, ripe, local - 1 small; Onion, small - 0.5 small; Ginger, fresh - 1.5 gms; Garlic, small clove - 1.5 gms; Asafoetida - 1 pinch; Cumin seeds - 0.25 tbsp; CHILLIES, dry - 0.5 tbsp; Turmeric powder - 0.25 tbsp; CINNAMOM - 0.25 tbsp; Cardamom, green - 0.25 tbsp; Cloves - 0.25 tbsp; PEPPER, dry - 0.25 tbsp; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp; Common salt - 1 tbsp; Coriander leaves - 4 gms"
KASHMIRI GOBHI,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,573,245,6,14,16,11,0.5191,"Cauliflower - 1 cup; Tomato, ripe, local - 1 small; Onion, small - 1 small; Ginger, fresh - 1.5 gms; Garlic, small clove - 1.5 gms; Asafoetida - 1 pinch; Cumin seeds - 0.25 gms; CHILLIES, dry - 0.5 tbsp; Turmeric powder - 0.25 tbsp; CINNAMOM - 0.25 tbsp; Cardamom, green - 0.25 tbsp; Cloves - 0.25 tbsp; PEPPER, dry - 0.25 tbsp; Mustard oil - 1 tbsp; Common salt - 1 gms; Coriander leaves - 5 gms"
KASHMIRI PALAK,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,450,154,5,14,7,8,0.3981,"Spinach - 1 cup; Tomato, ripe, local - 1 small; ONION, small - 0.5 gms; Garlic, small clove - 1.5 gms; Ginger, fresh - 1.5 gms; Cumin seeds - 0.25 tbsp; Asafoetida - 1 pinch; CHILLIES, dry - 0.5 tbsp; Turmeric powder - 0.25 tbsp; CINNAMOM - 0.25 tbsp; Cardamom, green - 0.25 tbsp; CLOVES, dry - 0.25 tbsp; PEPPER, dry - 0.25 tbsp; Mustard oil - 1 tbsp; Common salt - 1 tbsp; Coriander leaves - 4 gms; Plain Water - 0.25 small cup"
Parwal,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,379,102,1,7,5,5,0.4981,"Onion, small - 1 small; Tomato, ripe, local - 1 small; Ginger, fresh - 1 slice; Cumin seeds - 0.5 tbsp; Turmeric powder - 0.5 tbsp; CHILLIES, dry - 0.25 tbsp; Coriander seeds - 0.5 tbsp; Mustard oil - 1 tbsp; Common salt - 1 tbsp; Coriander leaves - 4 gms"
Mushroom Vegetable,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,297,162,7,9,9,9,0.5883,"Button mushroom, fresh - 150 gms; Onion, small - 1 small; Ginger, fresh - 1.5 gms; Cumin seeds - 0.5 tbsp; Turmeric powder - 0.5 tbsp; CHILLIES, dry - 0.25 tbsp; Coriander seeds - 0.5 tbsp; Mustard oil - 0.5 tbsp; Common salt - 1 tbsp; Coriander leaves - 5 gms"
Muli Saag,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,212,178,6,14,7,14,0.1395,"Radish leaves - 150 gms; RADISH, white - 0.5 gms; Cumin seeds - 0.5 tbsp; Turmeric powder - 0.5 tbsp; CHILLIES, dry - 0.25 tbsp; Coriander seeds - 0.5 tbsp; Asafoetida - 1 pinch; Chillies, red - 2 gms; Mustard oil - 1 tbsp; Common salt - 1 tbsp"
Methi Aloo Vegetable,North,"Lunch,Dinner",Vegan,no-allergies,1 medium katori,257,270,9,35,7,16,0.1995,"Fenugreek leaves - 100 gms; POTATO - 100 gms; Cumin seeds - 0.5 tbsp; Turmeric powder - 0.5 tbsp; CHILLIES, dry - 0.25 tbsp; Coriander seeds - 0.5 tbsp; Asafoetida - 1 pinch; Chillies, red - 2 gms; Mustard oil - 1 tbsp; Common salt - 1 tbsp"
Methi Gajar Vegetable,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,257,221,8,23,7,17,0.2095,"Fenugreek leaves - 100 gms; CARROT - 100 gms; Cumin seeds - 0.5 tbsp; Turmeric powder - 0.5 tbsp; CHILLIES, dry - 0.25 tbsp; Coriander seeds - 0.5 tbsp; Asafoetida - 1 pinch; Chillies, red - 2 gms; Mustard oil - 1 tbsp; Common salt - 1 tbsp"
Methi Mushroom Vegetable,North,"Lunch,Dinner",Veg,mushroom allergy,1 medium katori,357,244,11,22,8,17,0.4995,"Fenugreek leaves - 100 gms; MUSHROOM - 100 gms; Onion, small - 1 gms; Cumin seeds - 0.5 tbsp; Turmeric powder - 0.5 tbsp; CHILLIES, dry - 0.25 tbsp; Coriander seeds - 0.5 tbsp; Asafoetida - 1 pinch; Chillies, red - 2 gms; Mustard oil - 1 tbsp; Common salt - 1 tbsp"
VegEntree (Grilled),North,"Lunch,Dinner",Veg,no-allergies,1 medium,383,122,7,17,0,12,0.252,"Garlic, small clove - 2 gms; Common salt - 1 tbsp; Pepper, black - 1 tbsp; Capsicum, green - 1 medium katori; Capsicum, red - 1 medium katori; Capsicum, yellow - 1 medium katori; Onion, small - 1 small; Brinjal-1 - 1 small; Button mushroom, fresh - 4 small"
Tomato Rice (White Rice),South,"Lunch,Dinner",Veg,no-allergies,1 medium katori,303,530,12,101,6,6,0.6382,"RICE, puffed - 0.5 cup; Tomato, ripe, local - 1 medium; Onion, small - 1 gms; Chillies, green-1 - 1 gms; Turmeric powder - 0.25 tbsp; CHILLIES, dry - 0.5 tbsp; Cumin seeds - 0.5 tbsp; Mustard seeds - 0.5 tbsp; Fenugreek seeds - 0.5 tbsp; Curry leaves - 3 gms; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp; Common salt - 0.5 tbsp"
Hung Curd Dressing,"North,South,East,West",Snack,Veg,dairy allergy,2 tbsp,155,45,3,3,3,1,0.3569,"CURDS (cow milk) - 0.5 cup; Common salt - 1 tbsp; Pepper, black - 0.5 tbsp; Parsley - 4 gms; CHILLIES, dry - 4 gms"
Moong Tikki,West,Snack,Veg,no-allergies,3 number,201,94,5,13,2,2,0.1273,"Lentil dal - 0.25 cup; POTATO - 1 small; Ginger, fresh - 0.25 tbsp; Chillies, green-1 - 0.25 tbsp; Asafoetida - 1 pinch; Common salt - 1 tbsp; Cumin seeds - 0.25 tbsp; Lemon, juice - 0.5 tbsp; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp"
Lemon Water,"North,South,East,West",Drinks,Veg,citrus allergy,1 glass,5,0,0,0,0,0,0.002,LEMON - 0.5 small; Plain Water - 1 medium glass
Kari-Patta Water,"North,South,East,West",Drinks,Veg,no-allergies,1 glass,11,21,0,0,0,0,0.0075,Curry leaves - 6 gms; Plain Water - 1 medium glass; Carom(Ajwain) Seeds - 5 g
Dal Soup,"North,South,East,West",Drinks,Veg,no-allergies,3 medium katori,374,48,2,6,1,2,0.4585,"Onion, small - 1 small; Garlic, small clove - 0.5 gms; Ginger, fresh - 0.5 tbsp; Turmeric powder - 0.25 tbsp; Cumin seeds - 0.25 tbsp; Coriander seeds - 0.25 tbsp; Common salt - 1 tbsp; Pepper, black - 1 tbsp; Coriander leaves - 5 gms; Plain Water - 3 small cup; oilve Oil - 1 tbsp; Yellow Moong Dal - 1 small bowl; Tomatoes Chopped - 1 small tomato"
Pumpkin Vegetable,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,333,111,3,13,4,3,0.1355,"PUMPKIN - 1 cup; Mustard oil - 0.5 tbsp; Mustard seeds - 0.5 tbsp; Curry leaves - 6 gms; Pomegranate, maroon seeds - 1 tbsp; Common salt - 1 tbsp; Turmeric powder - 0.25 tbsp; Pepper, black - 0.25 tbsp; Cumin seeds - 0.25 gms"
Capsicum Potato Vegetable,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,315,126,1,14,5,6,0.3839,"POTATO - 1 small; Capsicum, green - 1 small; Onion, small - 0.5 gms; Tomato, ripe, local - 1 gms; Mustard oil - 1 tbsp; Cumin seeds - 0.5 tbsp; Turmeric powder - 0.5 tbsp; CHILLIES, dry - 0.5 tbsp; Common salt - 1 tbsp; PEPPER, dry - 1 tbsp; Parsley - 4 gms; Coriander leaves - 5 gms"
Cauliflower Vegetable,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,328,94,6,9,1,13,0.1545,"Cauliflower - 1 cup; Onion, small - 0.5 gms; Ginger, fresh - 1 tbsp; Cumin seeds - 0.5 tbsp; Coriander seeds - 0.5 tbsp; Turmeric powder - 0.25 tbsp; Common salt - 1 tbsp; Pepper, black - 1 tbsp; Parsley - 5 gms; Coriander leaves - 5 gms"
Dahi Aloo Gravy,North,"Lunch,Dinner",Veg,dairy allergy,1 medium katori,301,163,5,21,5,4,0.5847,"POTATO - 1 medium; CURDS (cow milk) - 0.5 cup; Onion, small - 0.5 gms; Tomato, ripe, local - 1 small; Ginger, fresh - 0.5 tbsp; Cumin seeds - 0.5 tbsp; Turmeric powder - 0.5 tbsp; Coriander seeds - 0.5 tbsp; CHILLIES, dry - 0.25 tbsp; Common salt - 1 tbsp; Fenugreek leaves - 4 gms"
Drumstick Curry,South,"Lunch,Dinner",Veg,no-allergies,1 medium katori,182,44,0,5,0,4,0.2601,"Drumstick - 2 gms; Onion, small - 0.5 gms; Tomato, ripe, local - 1 small; Ginger, fresh - 0.5 gms; Garlic, small clove - 0.5 gms; Cumin seeds - 0.5 tbsp; Turmeric powder - 0.5 tbsp; Coriander seeds - 0.5 tbsp; CHILLIES, dry - 0.25 tbsp; Common salt - 1 tbsp; Coriander leaves - 5 gms"
Ganth Gobhi Vegetable (Lump Cabbage),North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,235,92,2,6,5,3,0.3232,"Onion, small - 0.5 gms; Garlic, small clove - 1 gms; Cumin seeds - 0.5 tbsp; Turmeric powder - 0.25 tbsp; Coriander seeds - 0.25 tbsp; CHILLIES, dry - 0.25 tbsp; Common salt - 1 tbsp; PEPPER, dry - 1 tbsp; Coriander leaves - 5 gms; CAULIFLOWER - 1 small katori; oilve Oil - 1 tbsp"
Dry Matar Vegetable,North,"Lunch,Dinner",Veg,no-allergies,1 medium katori,339,452,17,40,23,13,0.4198,"PEAS green - 1 cup; Onion, small - 0.5 gms; Ginger, fresh - 0.5 tbsp; Mustard oil - 0.5 tbsp; Cumin seeds - 0.5 tbsp; Turmeric powder - 0.5 tbsp; Coriander seeds - 0.5 tbsp; CHILLIES, dry - 0.25 tbsp; Common salt - 1 tbsp; Coriander leaves - 5 gms; oilve Oil - 1 tbsp"
Beetroot Salad,Continental,"Lunch,Dinner",Veg,no-allergies,1 small bowl,325,34,2,4,1,4,0.249,"Beet root - 0.5 gms; CUCUMBER - 0.25 gms; Onion, small - 0.25 gms; Tomato, ripe, local - 0.25 gms; CARROT - 0.5 gms; LETTUCE TREE LEAVES, mature - 3 gms; LEMON - 1 tbsp; Common salt - 1 tbsp; Pepper, black - 1 tbsp; Parsley - 5 gms; CORIANDER - 5 gms"
Bellpepper Salad,Continental,"Lunch,Dinner",Veg,no-allergies,1 small bowl,950,153,11,17,3,18,1.408,"Capsicum, green - 1 cup; Capsicum, red - 1 cup; Capsicum, yellow - 1 cup; CUCUMBER - 0.5 gms; Onion, small - 0.25 gms; Tomato, ripe, local - 1 small; Common salt - 1 tbsp; Pepper, black - 1 tbsp; Parsley - 5 gms"
Fresh Fruit Salad,Continental,"Lunch,Dinner,Breakfast",Vegan,no-allergies,1 small bowl,464,313,9,32,16,5,0.23525,RASPBERRY - 0.5 cup; APPLE - 0.5 medium; BANANAPITH - 0.5 medium; Common salt - 1 tbsp; PUMPKIN SEED - 1 tbsp; Sunflower seeds - 1 tbsp; Mint leaves - 5 gms; Strawberry - 0.5 small; Pineapple - 0.5 small bowl
Chicken soup,Continental,"Lunch,Dinner",Non-veg,no-allergies,1 small bowl,248,386,39,10,20,3,0.8119,"Chicken, poultry, breast, skinless - 1 gms; CARROT - 1 small; Celery stalk - 1 small; Onion, small - 1 gms; Garlic, small clove - 1 gms; Common salt - 1 tbsp; Pepper, black - 1 tbsp; Parsley - 1 tbsp; Plain Water - 1 small glass; oilve Oil - 1 tbsp"
2 Pieces Stuffed idli,South,"Lunch,Dinner,Breakfast",Veg,no-allergies,2 number,424,386,14,73,4,7,0.7773,"RICE, parboiled,milled - 0.5 cup; Black gram, dal - 0.25 cup; Common salt - 1 tbsp; CARROT - 0.25 cup; PEAS green - 0.25 cup; French beans, country - 0.25 cup; Mustard seeds - 0.25 tbsp; Cumin seeds - 0.25 tbsp; Turmeric powder - 0.25 tbsp; CHILLIES, dry - 0.25 tbsp; COOKING OIL (Gnut,ging,palm,must,coconut - 1 tbsp; CORIANDER LEAVES - 5 gms"
Vermicelli Rolls,South,"Lunch,Dinner,Breakfast",Veg,gluten allergy,2 medium,819,401,12,83,1,14,0.7635,"CARROT - 0.5 small bowl; Green Peas - 0.5 small cup; Coriander Powder - 1 tbsp; Wheat, vermicelli - 1 large bowl; Turmeric powder - 1 tbsp; CUMIN SEEDS - 0.5 tbsp; Red chilli Powder - 0.5 tbsp; Fresh Coriander Leaves (chopped) - 0.5 small bowl; Common salt - 1 tbsp; Onion Finely Chopped - 1 medium onion"
Vietnamese cold Spring Roll,Continental,"Lunch,Dinner,Snack",Veg,soy allergy,2 number,264,42,3,7,1,2,0.2026,"LETTUCE TREE LEAVES, mature - 2 large; MINT - 1 tbsp; CORIANDER - 1 tbsp; CARROT - 0.25 cup; Capsicum, green - 0.25 cup; CUCUMBER - 0.25 cup; SOYA SAUCE - 0.25 tbsp; VINEGAR - 0.25 tbsp"
